dia;ativo3;ativo4;ativo11;ativo13;ativo14;ativo15;ativo16;ativo19;ativo20;ativo23;ativo24;ativo25;ativo28;ativo31;tivo33;ativo34;ativo37;ativo41;ativo42;ativo43;ativo50;ativo51;ativo55;ativo57;ativo64;ativo65;ativo66;ativo69;ativo71;ativo74;ativo76;ativo81;ativo82;ativo83;ativo84;ativo85;ativo86;ativo87;ativo89
1;0;0.0370476;0;-0.0028213;0.034792257;0.006578947;-0.004316069;0.035196687;0.008928516;0.010404162;0.044065513;0.004991653;0.004901961;0.009179742;-0.006802676;-0.028831602;-0.006214689;0.034384884;0.031854334;0.014013605;0.007312592;0.013989611;0.0138824;0.032258134;0;0.021249313;0.0064;0.006980803;0;0.010742726;0.016666667;0.003803888;-0.016561514;0;0;0.013929052;0.02668763;0;0
2;-0.005312193;-0.013793065;-0.010726965;-0.029463355;-0.017952259;0;-0.026675559;-0.005;-0.003539757;0.001188119;-0.037115544;-0.023178774;0.029268293;-0.030385163;0.00456621;0;0.006253553;-0.023076922;-0.025137774;-0.021739161;0.009981797;0.006004077;-0.007692311;-0.004687453;0;-0.038565058;-0.030405405;-0.009965338;0;-0.002922836;-0.03202796;-0.014736863;-0.029671211;0.03813546;0;-0.03465351;-0.048929693;0;0
3;0;0.034965007;0.003734865;-0.009348599;0.036405873;0;0.015758822;-0.028475712;-0.017761991;0.02056962;-0.032599152;-0.020339014;0.021800948;0;-0.003181818;-0.01625002;-0.000564972;-0.019966366;-0.004750057;-0.003968254;0.004492373;-0.00952379;0.054263431;0.048665509;0;-0.02985071;-0.022340644;0.013129103;0;-0.005101428;-0.023051592;0.001923077;-0.046280992;0;0;-0.012179366;-0.01607717;0;0
4;-0.018478698;-0.057432421;-0.040331227;-0.05418574;-0.043348298;-0.061437908;-0.045531197;-0.003793103;-0.045208018;-0.062015504;-0.077868784;-0.024221417;-0.002782931;-0.041916095;-0.039671728;-0.053367179;-0.027699265;-0.041606774;-0.055681818;-0.043665371;-0.040250351;-0.038461535;-0.022058684;-0.029940184;0;-0.019230769;-0.030398323;0.006479438;0;-0.057819676;-0.028892457;-0.010449926;-0.03812825;-0.022448904;0;-0.051265481;-0.042483693;0;0
5;0.017721169;-0.010035822;0.031894937;0.061044961;0.023437501;0.015320334;0.003533569;-0.016960886;0.011363662;0.020661157;0.049382716;0.010992872;0.047906977;-0.00625006;0.004273552;0.04530198;0.018023256;0.023652573;0.030084236;-0.009498401;0.03914252;0.0216;0.022556245;-0.019444363;0;0.005882353;0.011675676;0.01287558;0;-0.039720578;0.01785124;0.002155129;-0.016216216;-0.018789079;0;0.009575951;0.037542698;0;0
6;-0.007433679;-0.00506878;-0.025575867;-0.019413558;-0.010686962;-0.023319616;-0.013380282;-0.032394366;-0.014981347;-0.008097166;-0.040235309;0.004209026;-0.032401243;-0.010482156;-0.014184397;-0.012841115;-0.010850942;-0.030418136;-0.029205607;0.009421282;-0.034080757;-0.021404366;-0.005882234;-0.027384318;0;-0.019493177;-0.030562086;0;0;0.001903231;-0.022409874;-0.004301097;-0.038461538;-0.028723623;0;-0.014905122;-0.025493421;0.041666667;0
7;-0.002145915;0.004366775;-0.004851253;0.018354224;-0.003086435;0.000702247;0.040685225;-0.073871907;0;0.014285714;-0.00710957;-0.008033536;-0.036697248;0.019067769;0.011990408;0.008130109;0.001732102;0.009049713;0.032491023;0.01716665;0.09795728;0.000400157;-0.016272167;0.019417478;0;-0.001988072;-0.002425044;-0.000423729;0;0;0.013289004;-0.017278596;0;0.018620202;0;0.031499256;0.037974684;0;0
8;0.011828047;0.002898592;0.012500006;0.02247879;0.015015511;0.054736842;0.013374486;0.0043222;0.028517176;0.006036217;0.017036977;0.007042265;-0.00952381;-0.002078939;0.007109005;0;0.020172911;-0.001195815;-0.001165594;0.017696248;-0.086680784;0.015864549;0.021654133;0.006349142;0;0.002988008;-0.001546961;-0.002967359;0;-0.031913549;0;0.006593385;0.080952381;0;0;0.00120016;0.006178894;0;0
9;0.022306092;0.039017336;0.019753071;0.01406213;0.003507625;0.021290752;-0.016582064;-0.004694836;0.005545299;0;0.001456669;0.001748291;-0.012019231;0.008124941;-0.011764706;0;-0.016949153;-0.003292427;-0.014002288;0.020769618;0.003703791;0.003936952;-0.015307742;-0.02208199;0;0.003376405;0.000664011;-0.002976148;0;0.015654368;0.013278689;0.026200896;0.012334802;-0.01075265;0;0.002264205;0.027795668;0.005866706;0.076923117
10;0.007286831;0.015298975;0.004842642;0.025390721;0.0151976;-0.014983713;-0.029593944;0.022012579;0;0.004;0.018181874;-0.017102971;-0.01216545;-0.024591836;0.016666667;-0.006451576;0;-0.012011952;-0.014201136;-0.028391229;0.111162379;0.004836662;0.016293081;0;0;-0.00554232;-0.00707808;-0.008528827;0;0;0.002265071;0.016808532;0;0;0;-0.007308898;0;-0.016436746;0.285714424
11;-0.002063976;0;0.00843369;-0.017142884;-0.005838368;0.025793651;-0.042553191;0.011538462;-0.025735274;-0.019920319;-0.027380963;0.004971538;-0.027093596;-0.006355951;0.00234192;-0.009740252;-0.020114943;-0.003039574;-0.01680677;0.031493556;-0.093399785;0.005593862;-0.018238034;0;0;-0.021695859;-0.013366006;-0.012903183;0;0.02657558;-0.022598935;-0.016530676;-0.016536118;0;0;-0.016064337;-0.012578585;-0.025336902;0
12;0.008262625;-0.102739695;0.000716832;0.00271312;0.012197004;0.021921341;-0.022222222;0.038022814;0;0.016260163;-0.018359908;-0.001060065;-0.008101266;0.001066044;0.004672897;0.009836058;0.019941349;-0.012195061;-0.00976801;-0.011488826;0.12518315;0.0071151;-0.008239689;-0.016129067;0;0;-0.005193001;0.043572983;0;0;0.002477292;-0.000212723;0;0.030434673;0;0.020408206;0.004777038;0;0
13;-0.008194914;-0.007633592;-0.009073485;0.014688915;0.01472776;0.025236593;0.004166667;0.020879121;0;-0.0004;-0.027182053;-0.006013384;-0.039305768;0.001917024;0.00744186;-0.006818177;0.032202415;0.00061716;0.003699137;0.012736825;-0.006266821;-0.006422568;-0.025679709;0.026229646;0;-0.018311332;-0.01611448;-0.004592943;0;0;-0.0082372;0;0;0.042193946;0;0;-0.00554672;0;0
14;-0.007238985;-0.01000002;0.022891479;0.018857056;0.013047955;-0.012307754;0.029422859;-0.009687836;-0.015094413;0.004401761;0.051012641;-0.003558724;0.078639745;0.031037408;0.013388781;-0.002942136;0.005571031;0.0148058;0.027027027;0.020279846;-0.070433991;0.02133158;-0.020155113;0.044728371;0;0.044559627;0.045905469;0.027265101;0;0.024173043;0.015116313;0.016812023;0.017699115;-0.028339986;0;0.00799998;0.031394454;0;0
15;0.017697971;0.003885006;0.004122536;0.013647461;-0.001447164;-0.003115203;-0.012458776;0.012681159;0.021072886;-0.003187251;0.007073155;-0.003214343;-0.00591133;0.007216503;-0.011845102;0.004918029;0.019390582;0.013677689;0.009569378;-0.003235747;-0.004405296;-0.002531661;-0.001582246;0.00917422;0;0.002976151;-0.001323379;-0.026133116;0;0.019927282;-0.001800098;0.001465027;-0.013043478;-0.020833262;0;-0.007936489;0.014060506;0;0
16;-0.000194437;0.020123879;0.001759496;0.042050899;-0.014492783;-0.00375;0.016326531;-0.012522361;0;0.016786571;-0.019132947;0;-0.033696729;0.00921186;0.014292254;0.003262574;0.010869565;0.026986568;0.018483412;-0.02164169;0.10973446;-0.003807053;0.011093442;-0.019696958;0;0.033827854;0.03136047;0.039832243;0.0999991;0;0.00803282;-0.01755486;0;0.021276521;0;0.026666701;0.050586593;-0.055309926;0
17;0.010431947;-0.016691953;0.01873535;0.037168148;0.017647059;0.006900816;0.016794451;-0.003623188;0;-0.01336478;-0.019753109;0.01039061;0.033333333;0.008113587;-0.024999955;0.001300845;0.005376344;0.01459854;0.014425268;-0.015642313;0.008772051;0.011337554;0.050156867;0.020401877;0;0.007271374;0.008565268;0.06854843;0;0;0.022442674;0.021059393;0;0;0;0.033636331;0.034662801;0;0
18;-0.00910833;-0.012345714;0.005517249;-0.023208142;-0.00650289;-0.026791217;-0.030520646;0.014545455;0.02439014;0.021912351;-0.037783376;-0.000709266;0.025310174;0.008249468;0.002330956;-0.009093888;-0.004812834;0.021582734;0.00206422;-0.003370771;-0.068774719;0.003904736;-0.000149282;-0.094213892;0;-0.012158055;-0.012738812;-0.001886755;0;-0.038275182;-0.006044187;0;-0.04845815;-0.02708324;0;0.016459349;-0.013176255;0;0
19;-0.024540039;-0.025781226;-0.036351145;-0.011181024;-0.003636393;-0.02368758;-0.037037037;-0.005734767;0;-0.025730994;-0.039267017;-0.008516707;-0.029041626;-0.024146883;-0.025581349;0.014421558;-0.016657711;-0.018309915;-0.013275304;-0.027862764;0.066383653;-0.023212033;-0.041648062;0.00869581;0;-0.025;-0.008602194;0.020793912;0;0;0.014562266;-0.014583354;0;0.00642396;0;-0.028059309;-0.012784119;0;0
20;0.013626916;0.012189252;0.003558769;-0.00159012;0.017518337;0.011147541;0.019230769;0.006849315;-0.014651971;0.020408163;0.008174412;-0.002505304;-0.007477567;0.00204501;0.004773174;0;0.005464481;-0.001434663;0.000231918;0.028330003;-0.086132792;0.006807974;0;0.007957438;0;0.018934911;-0.017136573;-0.016666704;0;-0.011989509;0.02460568;0.012685053;-0.009259259;0;0;0.01106446;0.000719482;0.083138258;0
21;0.0077455;0.022025017;-0.001182131;0.001592653;-0.002869498;0.007133593;0.018867925;-0.001074114;0;0.013333333;0.099999976;0.004664513;-0.013058764;0.020408116;0.012351545;0.021001567;-0.008152174;0.028735632;0.023191096;0.024488481;0.125871031;0.001531043;0.0007788;-0.021381565;0;0.006581494;0.034429396;0.06967989;0;0;0.060498772;0.007306847;0;0.04042539;0;0.008805057;0.022286038;0;0
22;0.002555226;0.053953484;-0.00828398;0.004416944;-0.005755381;0.004507405;0.018148148;0;0;-0.010448916;-0.017198995;0;0.043256997;-0.000399948;0.005161943;0.012658251;0.002739726;-0.008379888;0.000680054;0.011165325;0.002553276;0;0.002334583;-0.016806759;0;-0.003076923;-0.002773544;0.038732394;0;0;0.024677081;0.013264228;0;0.006134949;0;0.026807937;0.003516175;0;0
23;0.0000205;0.007649347;-0.00369921;0.00703612;-0.004341577;0.000641026;-0.003273918;-0.03046595;0.011152442;0.00117325;0.003749899;0.01999994;0.010243902;-0.011004448;0.009803875;0.015624957;-0.025136612;0.010985915;0.021291007;0.01073087;-0.081648498;0.008917173;-0.013975034;0.01538467;0;0.011766975;0.010483483;-0.011864407;0;0.078666768;0.013457969;0.01247701;0.065420561;-0.008333183;0;0.038251423;-0.002102341;0;0
24;-0.002558908;0.027737205;-0.015451011;-0.004366874;0.006540698;0.0256246;-0.032846715;0.001109057;0.001838201;0.005859375;0.024906603;-0.000350089;0.028005794;0.011329214;-0.015256589;0.015384667;0.000560538;0.023962106;0.026835218;-0.021387906;-0.003361246;0.000505038;-0.031338569;0.001683485;0;-0.0085796;-0.005504933;-0.008576329;0;0.017343751;0.0301929;0.005858606;-0.00877193;-0.005943943;0;0.052631579;-0.004915703;0;0
25;0.000513146;-0.007102277;-0.007299249;0.024385945;-0.002310368;-0.020612117;0.00754717;0.00295421;0;-0.001941748;-0.035236865;0.015761808;-0.022545796;-0.02640524;0.007042348;-0.027272707;-0.008403361;0.040816327;0.038876847;-0.004716966;0.112984787;-0.006183767;0.016094921;0.025210036;0;-0.013653846;-0.015116116;0.003114187;0.181819421;0;0.032564451;-0.005824483;0;0;0;0.03900005;0.024700071;0;0
26;-0.001538392;-0.012875557;0.009803851;-0.01695492;-0.008539687;-0.036989796;-0.007490637;-0.005891016;0;-0.011673152;-0.062972294;-0.003103431;-0.038923594;-0.018286459;0.076923027;-0.003115294;-0.033898305;-0.037647007;-0.043451145;0.006003175;-0.015833375;-0.000507924;0.007839974;-0.042622925;0;-0.024761162;-0.029182837;-0.010003415;0;0;-0.035216847;0.01010101;0;0.039999988;0;-0.042883251;-0.024793306;0;0
27;-0.006163305;-0.017391305;0.001335049;0.010452952;-0.01021892;0.017880795;-0.001886792;0.02962963;0;-0.015748031;0.010483782;-0.010722971;0.015;0.008580924;0.002164502;-0.006249964;0.01754386;0.005161586;0.010649903;0.015232443;-0.009314123;0.006860653;0.020796893;-0.01027387;0;0.019392283;0.015364017;-0.026132403;0;0;0.009261837;-0.00900002;0;0.021015175;0;-0.005586537;0.005367175;0;0
28;0.002635513;0.03495576;-0.012240944;-0.011724093;-0.019321504;-0.037085231;-0.005671078;-0.014748201;-0.027522883;-0.006;0.047885105;-0.002797163;-0.007389163;-0.015355833;0.012959006;-0.007547164;-0.005747126;-0.021621622;-0.02688172;-0.011600928;-0.110334065;-0.023974754;-0.046656326;-0.03806232;0;-0.017454481;-0.017543817;-0.037567119;0;-0.015320228;-0.007962267;0.00887998;-0.063716814;0;0;-0.026966276;-0.01657769;0;0
29;0.007154303;-0.006697982;-0.004294518;-0.01081648;-0.007369559;-0.014189189;-0.001901141;-0.021540708;0;0.010060362;0.015740046;-0.005259512;-0.017369727;-0.015806075;-0.01066098;0.013941655;0;-0.005524862;0.002209901;0.007042191;0.107685547;-0.010989076;-0.014681765;0.023381278;0;-0.013173653;-0.012276786;-0.010408885;0.153847041;0;-0.025846771;-0.00780164;0;-0.030097274;0;0.002886807;-0.004999971;0;0
30;0.006141289;-0.019368737;0.001232261;0.044973462;0.015151455;0.030843043;0.020952381;0.025373134;0;0.009163347;0.047238223;0.009869626;0.01010101;0.033190577;0.010775862;0.006249964;0.005780347;0.060833278;0.058434446;0.031857095;0.001734663;-0.001307118;0.001655595;0.028119439;0;0.017394863;0.01830513;0.014274943;0;0;0.055718475;-0.012096734;0;0.031031229;0;0.082325807;0.049533322;0.010810909;0
31;0.01018319;0.022677385;0.021784686;0.003881934;0.035820942;0.015957447;0.007462687;0.001091703;0.00566039;0.026450849;0.025059635;-0.003490407;0.03;-0.008290194;0.006396546;0.021428651;0.025862069;-0.004189579;-0.013125042;0.001505994;0.045021631;0.022905737;0;-0.011965692;0;-0.016898608;0.002219219;0.005555556;0.299932;0.03809716;0.021163968;-0.008163306;0.029300567;0;0;0.022340491;0.027359782;0;0
32;0.020141165;-0.011444889;-0.006143099;0.043207818;-0.01556196;-0.019633508;-0.007407407;-0.011995638;0.015009335;-0.005769231;-0.036786935;0.028020984;0.013106796;-0.01839079;0.004237331;-0.002736484;0.008403361;0.025506233;0.046020732;0.015037594;-0.099194079;-0.00703779;-0.014049646;0.003460173;0;-0.009100101;-0.019043401;0.034990792;0;-0.004995898;0.029145079;0.016460988;0.069788797;0.066019478;0;0.015608773;0.007323622;0;0
33;0.025666239;-0.007235894;-0.00618107;-0.001128189;-0.019174488;-0.002670227;0;-0.010301692;-0.007393693;-0.00967118;-0.016195287;-0.001362879;0.000479157;-0.001490332;0.012658185;0;0.011111111;-0.004615385;-0.003027205;-0.025185141;-0.00501684;-0.010309262;0.005867617;0.013792964;0;-0.000204041;0.000677246;0;0;0.006870747;0.008055406;0.011538441;-0.0472103;0.010928923;0;0.00256145;-0.004626543;0;0
34;-0.025996184;0.034985389;-0.006097564;0.008389827;0.025369408;0.004016064;0.007462687;0.033085502;0.024208581;0.019140625;0.019656042;0.00307068;-0.003831418;-0.004264348;-0.004166667;0.010670786;-0.003296703;0.022668727;0.037449351;-0.001519848;0.013445516;-0.013151057;-0.000833316;-0.01020398;0;0.002245274;-0.000676788;-0.021352313;0;-0.010160789;-0.007366688;-0.006604002;0.018018018;-0.009008977;0;-0.013796582;0.014608206;0;0
35;0.017796811;0.012394338;0.012147248;-0.004959969;0.018046805;0.013333333;0.012962963;0.012594458;0.019999968;-0.020697585;0.018072235;-0.004081682;0.040865385;0.016059919;0.0041841;0.036500758;-0.007717751;-0.019647406;-0.022439063;-0.006088189;0.007462598;0.014645756;0.00183486;0.029209538;0;0.01425666;0.017832957;0.016363673;0;-0.006325818;-0.000754717;0.01329573;0.008849558;0.014545403;0;-0.019792772;0.006413586;0;0
36;-0.002932171;0.023928823;-0.012607585;-0.003055189;-0.025017813;-0.016447368;-0.005850091;-0.003909026;0;-0.009001957;-0.017751427;-0.01092895;-0.032332564;0;-0.004166667;-0.01338768;-0.016666667;-0.014645427;-0.027944073;-0.023277242;0.086419775;-0.020806209;-0.015151589;-0.015024892;0;0.004016064;0.007540475;-0.019678031;0.025693652;0;-0.011706949;-0.014115289;0;-0.030466112;0;-0.020086775;-0.003251398;0;-0.054999754
37;-0.004849251;0.005434736;0.010312995;0;0.017595263;-0.012040134;-0.006987863;0.018194791;0;0.003949447;-0.002650683;0.003453044;-0.021479714;0.01116963;0.002928828;0.024188803;0.006214689;0.019035307;0.016837782;-0.004390075;-0.007499927;0.006640065;-0.002535874;0.033898168;0;0.00480004;0.00396214;0.014598504;0;0;0.001146351;-0.012099173;0;0.00720896;0;0.008738856;0.000782829;0;-0.000588172
38;-0.03718186;-0.027026997;-0.064284811;-0.005483868;-0.024495692;-0.072444144;-0.07037037;-0.07813595;-0.001782498;-0.014555468;-0.081903768;-0.002064682;-0.048780488;-0.051688221;-0.000417188;0.010368656;-0.044918585;-0.002558905;-0.005250444;-0.056692882;-0.09548903;-0.05343008;-0.005084819;-0.049180236;0;-0.044586025;0;0.000359712;0;0.019936753;-0.085114504;-0.061032902;0;-0.009543058;0;-0.097326244;-0.082920474;0;0
39;-0.004065025;-0.029166671;0.003896026;-0.028543634;0.013293989;0.005839416;0.019920319;0.037628278;0;-0.017964072;0.032105201;-0.025862072;0.01025641;-0.010988986;-0.003338898;-0.047890501;0.014109347;-0.071062083;-0.055014172;0.013355576;0.057299575;0.014494759;-0.04599655;0.030689724;0;-0.003125042;-0.059855251;-0.065084468;0;0;0.030454735;0.006521717;0;-0.055030441;0;0.0475119;0.030850243;0;0
40;0.020408085;-0.010014286;0.008796985;-0.030050131;0.005830889;0.010159652;0;-0.005494505;0.014285671;0.004065041;0.019377851;-0.006725652;-0.005076142;0.003555537;0.005025168;-0.041916197;0.031884058;-0.015465286;-0.022986037;-0.026359192;-0.110064609;-0.013600751;0.008928576;-0.029775909;0;-0.010658266;-0.011660447;0.030769192;0;-0.010016475;-0.002834008;-0.00647946;-0.105263158;-0.009803887;0;-0.003280149;-0.024134601;0;0
41;-0.004999856;-0.020953759;-0.031803048;-0.025817495;-0.050724696;-0.065373563;-0.0234375;-0.016574586;-0.033450743;-0.024291498;0.00300151;0.006771192;-0.040306122;-0.022364889;-0.014583333;-0.003437466;-0.021910112;-0.037868217;-0.04353562;-0.00998308;-0.043946175;-0.03551528;-0.046017688;-0.024482764;0;-0.028517068;-0.029023123;-0.00037306;0;-0.04394443;-0.035052132;-0.003260913;0.008823529;-0.009703055;0;-0.05583299;-0.018513369;0;0
42;-0.005025232;-0.055498178;-0.035629107;-0.037102479;-0.019847268;0.003074558;-0.0196;-0.045318352;0;-0.024896266;-0.039650882;-0.001769877;-0.016480595;-0.048697617;-0.006342495;-0.027908478;-0.046524986;-0.034985481;-0.013793057;-0.040334918;0.10000002;-0.018050561;-0.040816271;-0.027925168;0;-0.021091584;-0.023815406;-0.018290481;0.1000006;0;-0.032117841;-0.040348922;0;-0.050189967;0;-0.046274011;-0.027933681;0;0
43;0.039383804;0.054852344;0.043949973;0.075229343;0.042056028;0.053639847;0.044471644;0.047077285;-0.012750446;0.038297872;0.025967283;0.012411329;0.07027027;0.052142871;0.012765915;0.002903224;0.03313253;0.05135958;0.041957993;0.016918895;-0.054238415;0.057352927;0.093810349;0.003636327;0;0.032874278;0.042071249;0.054752892;0;0.024956628;0.066077384;0.013636318;0.031098154;0.039999861;0;0.077504746;0.072433711;0;0.174706298
44;0.00000973;-0.037185198;0.006446526;-0.010238899;-0.010463364;-0.04;-0.03125;-0.025852379;0;-0.012295082;-0.025563075;-0.007005265;-0.045454545;-0.002036666;-0.00168063;-0.035381191;0.005830904;-0.005747184;-0.009843445;-0.021891419;0.081154182;-0.013908205;-0.018390764;0.010507319;0;-0.021935484;-0.014572384;0.023792358;0;0;-0.014815768;0.008520225;0;0.002024285;0;-0.028070263;-0.001381188;0;0
45;-0.00000973;0.023234349;0.023790777;0.016206884;0.006042372;0.011363636;0.019758065;0.025;0;0.037344398;-0.016883129;0.007054685;-0.005291005;0.009070292;0.003367003;0;0.002898551;0.020231273;0.028016314;0.01253359;0.013761393;0.015373755;0.041253891;0.032628118;0;0.036059763;0.026666618;0.005985915;0;0;0.030629139;0.000444642;0;0.070707138;0;0.028640309;0.003042766;0;0
46;0.010699905;0.06766916;0.002298349;0;0.025525449;0.026217228;0.024515619;0.009380863;0.005535068;0.0064;-0.000264241;-0.000350285;0.002659574;0.032584247;-0.003775168;0;0.01734104;0.002549575;0;-0.004420867;-0.087618187;0.009862473;0;0.010416775;0;0.003820077;0.000236175;0;0;0.01367693;0.02543502;0.003333378;-0.03864279;0;0;0.044688768;0.012134667;0;0
47;-0.00000963;0.007887346;-0.001019088;0.021038366;-0.012445037;0.02189781;0.04785797;0.029739777;0;-0.023052464;0.012156406;0.00105115;-0.012732095;-0.020674651;0.002105221;-0.020006655;0.014204545;0.021757559;0.032967033;-0.00408524;0.086113577;0.004126572;0.030276741;-0.010309384;0;-0.010570825;-0.010859254;-0.039201925;0;0;0.02023504;0.017718692;0;0.065094402;0;0.024636014;0.013487711;0;-0.048573156
48;-0.009586802;-0.049748461;-0.011731728;-0.044034585;-0.034840607;-0.057142857;-0.003683241;-0.019133574;-0.036697254;-0.02359642;-0.033159293;-0.011200548;-0.054271897;-0.026666658;-0.012605001;-0.029942171;-0.00280112;-0.044524336;-0.05489366;-0.020866738;-0.1332504;-0.039726016;-0.009235924;-0.045833174;0;-0.017521368;-0.01789976;-0.020036466;0;-0.064877812;-0.04478572;-0.025244831;-0.049019608;-0.025686359;0;-0.059235004;-0.036026348;0;-0.010526035
49;0.004834939;0.019117634;0.006451616;0.021206329;0.013824838;0.031060606;0.035120148;-0.011777696;0.003809573;0.004166667;0.020793975;0.012389362;-0.011363636;0.010274004;0.010638298;0.017186976;-0.005617978;0.016787323;0.014182846;0.010928925;0.019157133;0.005706082;0.032203442;-0.006550285;0;0.00456716;0.005103232;0.018587361;0;0.011908699;0.038178167;-0.017637888;-0.020618557;0.016363578;0;0.014870024;0.022172696;0;0
50;0.00193236;-0.002164516;0.00641026;0.021276628;0;-0.001469508;0.001785714;-0.001862197;0;-0.008298755;-0.025132194;0.003496509;0.027011494;-0.001130022;-0.014736842;0;0.016949153;-0.017648846;-0.014206437;0.007207243;-0.013157806;0.001418448;-0.022660253;0.010988901;0;-0.010608314;-0.011363636;-0.009124088;0;-0.013214508;0.025677446;0;-0.02;-0.001967685;0;-0.00057239;0.021145892;0;0
51;-0.013500432;-0.026030361;-0.012866246;-0.021833348;-0.016666682;0.006622517;-0.026737968;-0.01119403;-0.020872952;-0.020920502;-0.008141137;0.006968652;0.007274762;-0.008823466;-0.008119701;-0.032758563;-0.036666667;-0.004636338;-0.0022517;-0.000178945;-0.009523831;-0.019121756;-0.005208263;0.018115983;0;-0.018599606;-0.011983321;0.001473333;0;-0.015874309;-0.012580224;-0.011363636;-0.021482277;-0.01451884;0;-0.01729472;-0.012691998;0;0
52;0.001955027;0.0485523;0.024648378;0.024876444;0.040061649;0.158625731;-0.011721612;-0.001886792;0.019379849;0.023076923;-0.004651136;0.013840852;0.027777778;0.027162723;0.010340457;0.053475895;0.00922722;0.020960758;0.032498261;0.014313831;0.059615355;0.038267113;0.010471238;0;0;0.015607626;0.017574207;0.007355572;0;0.029324214;0.017964073;-0.011494253;0.00219539;-0.016005983;0;0.013403287;0.027063599;0;0
53;0.009756061;-0.015859511;0.007808537;0.009143824;0.009481467;0.022082082;0.04818384;0.004536862;0.009505766;0.023391813;0.012369347;0.032764468;0.018378378;0.02222226;-0.008102388;0.016920427;0.002857143;0.016538409;0.002185749;0.006350326;0.029945583;0.008344889;-0.011365584;-0.008184885;0;0.017563074;0.019216784;-0.019350055;0;0.00365656;0.012390489;0.018837233;0.078860898;-0.001848423;0;0.030132249;-0.004479631;0;0
54;0.01642518;0.033093505;0.036615755;-0.001647433;0.014088641;0.006172716;0.018387553;0.035001882;0.020715598;0.011836735;0.050773902;0.001321893;0.029723992;0.00543477;0.006018917;0.010981791;0.031908832;0.032258007;0.032715378;-0.007011341;0.036123354;0.037931095;0.046492085;0.00430553;0;0.033441296;0.034367492;0.072226282;0;0.035591256;0.063172237;0.022597534;0.034517766;0.014815044;0;0.060399728;0.009793621;0;0
55;-0.0057034;0;0.004219449;-0.001650188;0.005065138;0;0;-0.018181818;-0.003689968;0.002420331;-0.028165382;-0.001650133;-0.018556701;-0.020540544;-0.025641068;0.020408114;0.007730536;0.003260815;-0.005279831;-0.013239188;0.00340126;-0.002657823;0.021163106;-0.026437924;0;0.017118997;0.015228426;-0.003472153;-0.000045;0.001739668;-0.015697675;0.026339309;0.041216879;0.003649622;0;-0.005053711;-0.005766762;0;0
56;0.003307724;0;0.013205265;0.004958636;-0.002879827;-0.006134847;-0.011805556;0.018518519;0.007407385;0.002012072;-0.002924723;0.020826401;0.00052521;-0.007726278;0.017543948;-0.024193531;0.008219178;0.010292579;0.024416179;-0.008050107;-0.000847388;-0.004796847;0.02341397;0.022018351;0;0.005747085;0.005681818;-0.006968676;0;-0.002817166;0.034849404;-0.018051283;-0.019792648;0.045454384;0;-0.001058238;-0.000131848;0;0
57;0.002420386;-0.018105823;0.007346068;0.01546059;-0.002166022;0.011728271;0.003162333;-0.012727273;-0.005514718;0.012048193;-0.012000036;0.015220238;-0.015748031;0.012013384;-0.008620732;0.002314081;-0.016304348;-0.005630027;-0.004145078;-0.031559963;-0.008481783;0.002811654;-0.009893266;0.005026836;0;0.007142816;0.009039593;0;0;0.007933682;0.00570774;0.01882609;0.019230769;-0.008695623;0;0.001059359;0.01516153;0;0
58;-0.001901133;-0.007801384;-0.016231512;-0.021703926;-0.026049248;-0.026845578;0.004553415;-0.009576427;-0.005545299;-0.011904762;0;0.003189798;0.0128;-0.008353494;-0.004347826;-0.027044868;-0.012707182;-0.013211162;-0.010405827;-0.013221583;-0.005988074;-0.014018695;0.013270775;-0.035369814;0;-0.011144843;-0.005375185;0.005964912;0;-0.026531963;-0.006696913;-0.002608674;-0.010377358;-0.008947232;0;0.007407429;-0.012857117;0;-0.042553482
59;-0.000952497;-0.042030042;-0.019607819;-0.023344409;-0.029717654;-0.035109718;-0.024755927;-0.014503533;-0.016728663;-0.007630522;-0.013225452;-0.089030207;-0.020010532;-0.010197341;-0.008296987;-0.019661036;-0.022943481;-0.01475399;-0.014931651;0.041705962;-0.031841581;-0.034529412;-0.0007704;-0.029629561;0;0;-0.004728665;-0.030345344;0;-0.004259851;-0.025254302;0.019616347;-0.019065777;-0.010444396;0;-0.010504285;-0.024996737;0;0
60;0.006644486;0.026563207;0.007317052;0.025258524;0.002756509;-0.005847953;-0.012513407;0.022641509;0.018903596;-0.008498584;0.022976002;0.012216386;-0.000537346;0.026651802;0;0.015905971;0.008018328;0.009428729;0.007472203;0.101449237;0.00533327;0.004488054;-0.040863507;0.018320567;0;0.055532746;0.047058778;0.025179893;0;-0.000911135;0.007620211;-0.00171009;0.031098154;-0.002325519;0;0.03609349;0.016057266;0;0
61;0.017074316;0.008867552;0.003631889;0.00198417;0.018478956;-0.005882353;-0.000724113;0.013653137;-0.001855253;-0.020408163;-0.002673845;-0.003448281;0.027956989;0.001308861;0.034346149;0.027910053;0.022727273;0.030219724;0.025217293;0.032894737;0.007073365;0.003909512;0.013665653;0.000749709;0;0.00446523;-0.00129637;0;0;-0.016731394;0.033740524;-0.014989314;0.006597549;-0.013806711;0;0.022335999;0.013280212;0;0
